"","KIT.ID.Number","Borough","Zipcode","Date.Collected","Received.Date","First.Draw.at.the.tap.Lead.level..mg.l.","First.Draw.at.the.tap.copper.level..mg.l.","source"
"342",15123380,"STATEN ISLAND",10309,"06/08/2015","06/12/2015",0.006,0.092,"free residential"
"343",15123479,"FLUSHING",11354,"06/08/2015","06/11/2015",0.004,0.169,"free residential"
"344",15123306,"JAMAICA",11432,"06/08/2015","06/15/2015",0.002,0.044,"free residential"
"345",15123472,"BROOKLYN",11234,"06/09/2015","06/15/2015",0.006,0.128,"free residential"
"346",15123242,"JAMAICA",11432,"06/09/2015","06/12/2015",0.016,0.169,"free residential"
"347",15123399,"BROOKLYN",11218,"06/09/2015","06/22/2015",0.012,0.118,"free residential"
"348",15123362,"STATEN ISLAND",10306,"06/09/2015","06/12/2015",0,0.141,"free residential"
"349",15123445,"OZONE PARK",11417,"06/09/2015","06/12/2015",0.002,0.163,"free residential"
"350",15123348,"STATEN ISLAND",10306,"06/09/2015","06/15/2015",0.001,0.21,"free residential"
"351",15123402,"STATEN ISLAND",10305,"06/09/2015","06/15/2015",0.006,0.123,"free residential"
"352",15123540,"BROOKLYN",11236,"06/09/2015","06/11/2015",0,0.147,"free residential"
"353",15123396,"MIDDLE VILLAGE",11379,"06/09/2015","06/15/2015",0.004,0.128,"free residential"
"354",15123427,"RICHMOND HILL",11418,"06/09/2015","06/12/2015",0.001,0.287,"free residential"
"355",15123291,"ELMHURST",11373,"06/09/2015","06/16/2015",0.013,0.1,"free residential"
"356",15123400,"BAYSIDE",11360,"06/09/2015","06/16/2015",0,0.125,"free residential"
"357",15123334,"EAST ELMHURST",11369,"06/09/2015","06/12/2015",0.006,0.183,"free residential"
"358",15123223,"STATEN ISLAND",10308,"06/09/2015","06/17/2015",0.002,0.166,"free residential"
"359",15123269,"BROOKLYN",11234,"06/09/2015","06/12/2015",0.001,0.108,"free residential"
"360",15123527,"BROOKLYN",11213,"06/09/2015","06/12/2015",0.006,0.128,"free residential"
"361",15123298,"FLUSHING",11358,"06/09/2015","06/11/2015",0.025,0.133,"free residential"
"362",15123488,"BROOKLYN",11225,"06/09/2015","06/15/2015",0.004,0.057,"free residential"
"363",15123392,"STATEN ISLAND",10314,"06/10/2015","06/16/2015",0,0.129,"free residential"
"364",15123297,"MASPETH",11378,"06/10/2015","06/16/2015",0.01,0.083,"free residential"
"365",15123361,"STATEN ISLAND",10308,"06/10/2015","06/15/2015",0.002,0.104,"free residential"
"366",15123371,"STATEN ISLAND",10307,"06/10/2015","06/15/2015",0,0.194,"free residential"
"367",15123457,"STATEN ISLAND",10304,"06/10/2015","06/16/2015",0.005,0.118,"free residential"
"368",15123271,"FLUSHING",11354,"06/10/2015","06/15/2015",0.01,0.139,"free residential"
"369",15123304,"FLUSHING",11358,"06/10/2015","06/12/2015",0.006,0.118,"free residential"
"370",15123352,"STATEN ISLAND",10309,"06/10/2015","06/15/2015",0,0.116,"free residential"
"371",15123499,"LONG ISLAND CITY",11101,"06/10/2015","06/12/2015",0.005,0.089,"free residential"
"372",15123302,"STATEN ISLAND",10312,"06/10/2015","06/15/2015",0.003,0.138,"free residential"
"373",15123412,"BROOKLYN",11223,"06/10/2015","06/16/2015",0.012,0.05,"free residential"
"374",15123254,"BROOKLYN",11213,"06/10/2015","06/12/2015",0.003,0.088,"free residential"
"375",15123296,"RIDGEWOOD",11385,"06/11/2015","06/16/2015",0.006,0.091,"free residential"
"376",15123405,"STATEN ISLAND",10303,"06/11/2015","06/22/2015",0.003,0.258,"free residential"
"377",15123247,"STATEN ISLAND",10307,"06/11/2015","06/16/2015",0,0.172,"free residential"
"378",15123437,"BROOKLYN",11215,"06/11/2015","06/16/2015",0.004,0.122,"free residential"
"379",15123446,"RIDGEWOOD",11385,"06/11/2015","06/16/2015",0.003,0.161,"free residential"
"380",15123515,"STATEN ISLAND",10309,"06/11/2015","06/16/2015",0,0.118,"free residential"
"381",15123455,"WOODSIDE",11377,"06/11/2015","06/16/2015",0.001,0.065,"free residential"
"382",15123233,"JAMAICA",11433,"06/11/2015","06/16/2015",0,0.146,"free residential"
"383",15123316,"RIDGEWOOD",11385,"06/11/2015","06/22/2015",0.007,0.134,"free residential"
"384",15123494,"BROOKLYN",11226,"06/11/2015","06/16/2015",0.005,0.119,"free residential"
"385",15123255,"STATEN ISLAND",10301,"06/11/2015","06/16/2015",0.032,0.343,"free residential"
"386",15123523,"BROOKLYN",11206,"06/11/2015","06/16/2015",0.011,0.167,"free residential"
"387",15123543,"BRONX",10462,"06/12/2015","06/19/2015",0.02,0.281,"free residential"
"388",15123231,"KEW GARDENS",11415,"06/12/2015","06/16/2015",0,0.049,"free residential"
"389",15123502,"FOREST HILLS",11375,"06/12/2015","06/18/2015",0.011,0.151,"free residential"
"390",15123329,"BROOKLYN",11223,"06/12/2015","06/16/2015",0.004,0.088,"free residential"
"391",15123281,"BRONX",10464,"06/12/2015","06/16/2015",0.009,0.149,"free residential"
"392",15123293,"BAYSIDE",11361,"06/12/2015","06/16/2015",0.01,0.072,"free residential"
"393",15123313,"LITTLE NECK",11363,"06/12/2015","06/16/2015",0.008,0.103,"free residential"
"394",15123308,"FLUSHING",11354,"06/12/2015","06/18/2015",0.003,0.11,"free residential"
"395",15123460,"STATEN ISLAND",10305,"06/13/2015","06/16/2015",0.089,0.134,"free residential"
"396",15123368,"STATEN ISLAND",10312,"06/13/2015","06/18/2015",0,0.097,"free residential"
"397",15123443,"FOREST HILLS",11375,"06/13/2015","06/22/2015",0.009,0.159,"free residential"
"398",15123351,"STATEN ISLAND",10314,"06/14/2015","06/17/2015",0,0.043,"free residential"
"399",15123288,"FLUSHING",11358,"06/14/2015","06/16/2015",0.014,0.121,"free residential"
"400",15123414,"STATEN ISLAND",10305,"06/14/2015","06/24/2015",0,0.134,"free residential"
"401",15123305,"FLUSHING",11354,"06/14/2015","06/17/2015",0.001,0.239,"free residential"
"402",15123341,"STATEN ISLAND",10308,"06/15/2015","06/19/2015",0,0.034,"free residential"
"403",15123430,"BAYSIDE",11361,"06/15/2015","06/16/2015",0.002,0.05,"free residential"
"404",15123240,"SAINT ALBANS",11412,"06/15/2015","06/17/2015",0.002,0.13,"free residential"
"405",15123492,"BAYSIDE",11361,"06/15/2015","06/18/2015",0.001,0.185,"free residential"
"406",15123279,"BROOKLYN",11234,"06/15/2015","06/19/2015",0.003,0.003,"free residential"
"407",15123263,"BROOKLYN",11234,"06/16/2015","06/19/2015",0,0.207,"free residential"
"408",15123387,"STATEN ISLAND",10306,"06/16/2015","06/23/2015",0,0.062,"free residential"
"409",15123386,"STATEN ISLAND",10314,"06/16/2015","06/23/2015",0,0.279,"free residential"
"410",15123451,"FOREST HILLS",11375,"06/16/2015","06/19/2015",0.007,0.157,"free residential"
"411",15123415,"STATEN ISLAND",10312,"06/17/2015","06/22/2015",0,0.035,"free residential"
"412",15123428,"BROOKLYN",11215,"06/17/2015","06/30/2015",0.035,0.152,"free residential"
"413",15123474,"BROOKLYN",11230,"06/17/2015","06/19/2015",0.009,0.147,"free residential"
"414",15123337,"BROOKLYN",11210,"06/18/2015","06/23/2015",0.005,0.115,"free residential"
"415",15123235,"SAINT ALBANS",11412,"06/18/2015","06/23/2015",0,0.04,"free residential"
"416",15123370,"STATEN ISLAND",10314,"06/19/2015","06/25/2015",0.046,0.092,"free residential"
"417",15123401,"STATEN ISLAND",10305,"06/19/2015","06/24/2015",0,0.083,"free residential"
"418",15123268,"SOUTH RICHMOND HILL",11419,"06/19/2015","06/25/2015",0.003,0.11,"free residential"
"419",15123482,"WOODHAVEN",11421,"06/19/2015","06/23/2015",0.009,0.175,"free residential"
"420",15123324,"FAR ROCKAWAY",11691,"06/20/2015","06/26/2015",0,0.042,"free residential"
"421",15123404,"RIDGEWOOD",11385,"06/20/2015","06/30/2015",0.012,0.135,"free residential"
"422",15123450,"FLUSHING",11358,"06/20/2015","06/23/2015",0.002,0.12,"free residential"
"423",15123497,"BROOKLYN",11220,"06/22/2015","06/26/2015",0.001,0.153,"free residential"
"424",15123332,"BROOKLYN",11234,"06/22/2015","06/29/2015",0.006,0.153,"free residential"
"425",15123330,"RIDGEWOOD",11385,"06/22/2015","06/26/2015",0.006,0.067,"free residential"
"426",15123310,"FLUSHING",11354,"06/22/2015","06/29/2015",0.003,0.15,"free residential"
"427",15123290,"BAYSIDE",11361,"06/22/2015","06/25/2015",0.003,0.21,"free residential"
"428",15123367,"STATEN ISLAND",10314,"06/22/2015","06/26/2015",0,0.142,"free residential"
"429",15123452,"FLUSHING",11358,"06/23/2015","06/30/2015",0.005,0.121,"free residential"
"430",15123448,"BROOKLYN",11234,"06/23/2015","06/29/2015",0.013,0.125,"free residential"
"431",15123411,"STATEN ISLAND",10306,"06/23/2015","06/26/2015",0.01,0.115,"free residential"
"432",15123505,"BROOKLYN",11221,"06/23/2015","07/01/2015",0.008,0.157,"free residential"
"433",15123258,"BRONX",10470,"06/24/2015","06/29/2015",0.005,0.115,"free residential"
"434",15123541,"BROOKLYN",11209,"06/25/2015","06/29/2015",0,0.023,"free residential"
"435",15123391,"STATEN ISLAND",10304,"06/25/2015","06/30/2015",0,0.08,"free residential"
"436",15123272,"BROOKLYN",11205,"06/25/2015","06/30/2015",0.002,0.208,"free residential"
"437",15123484,"FLUSHING",11358,"06/25/2015","06/30/2015",0.002,0.245,"free residential"
"438",15123232,"CAMBRIA HEIGHTS",11411,"06/25/2015","06/30/2015",0.006,0.166,"free residential"
"439",15123508,"ASTORIA",11106,"06/26/2015","06/30/2015",0.006,0.124,"free residential"
"440",15123470,"BRONX",10463,"06/26/2015","07/02/2015",0.001,0.122,"free residential"
"441",15123301,"BAYSIDE",11361,"06/26/2015","06/30/2015",0.004,0.092,"free residential"
"442",15123509,"OZONE PARK",11416,"06/26/2015","06/30/2015",0.002,0.151,"free residential"
"443",15123425,"SAINT ALBANS",11412,"06/27/2015","07/02/2015",0.002,0.091,"free residential"
"444",15123478,"FLUSHING",11358,"06/28/2015","07/08/2015",0.004,0.137,"free residential"
"445",15123307,"FLUSHING",11358,"06/30/2015","07/02/2015",0.007,0.093,"free residential"
"446",15123228,"KEW GARDENS",11415,"06/30/2015","07/02/2015",0.001,0.104,"free residential"
"447",15123477,"FAR ROCKAWAY",11693,"07/01/2015","07/02/2015",0,0.253,"free residential"
"448",15123338,"BROOKLYN",11224,"07/01/2015","07/07/2015",0,0.062,"free residential"
"449",15123483,"MIDDLE VILLAGE",11379,"07/02/2015","07/08/2015",0.007,0.121,"free residential"
"450",15123378,"STATEN ISLAND",10306,"07/02/2015","07/08/2015",0.003,0.109,"free residential"
"451",15123498,"BROOKLYN",11210,"07/05/2015","07/10/2015",0.002,0.348,"free residential"
"452",15123239,"KEW GARDENS",11415,"07/06/2015","07/10/2015",0.11,0.183,"free residential"
"453",15123421,"STATEN ISLAND",10308,"07/09/2015","07/14/2015",0.001,0.136,"free residential"
"454",15123507,"BROOKLYN",11228,"07/09/2015","07/16/2015",0.015,0.105,"free residential"
"455",15123480,"SPRINGFIELD GARDENS",11413,"07/14/2015","07/23/2015",0,0.106,"free residential"
"456",15123252,"BROOKLYN",11224,"07/15/2015","07/21/2015",0,0.109,"free residential"
"457",15123442,"BRONX",10471,"07/16/2015","07/27/2015",0.013,0.285,"free residential"
"458",15123318,"STATEN ISLAND",10304,"07/17/2015","07/21/2015",0.007,0.112,"free residential"
"459",15123322,"RIDGEWOOD",11385,"07/31/2015","08/04/2015",0.003,0.051,"free residential"
"460",15123277,"FLORAL PARK",11001,"08/01/2015","08/04/2015",0.004,0.152,"free residential"
"461",151417,"STATEN ISLAND",10312,"08/08/2015","08/18/2015",0,0.06,"free residential"
"462",151430,"STATEN ISLAND",10301,"08/08/2015","08/13/2015",0,0.038,"free residential"
"463",15123551,"LITTLE NECK",11362,"08/08/2015","08/13/2015",0.003,0.182,"free residential"
"464",151394,"STATEN ISLAND",10309,"08/09/2015","08/14/2015",0.002,0.08,"free residential"
"465",15123286,"FOREST HILLS",11375,"08/09/2015","08/21/2015",0.002,0.113,"free residential"
"466",151421,"STATEN ISLAND",10309,"08/09/2015","08/18/2015",0.068,0.09,"free residential"
"467",151407,"STATEN ISLAND",10303,"08/10/2015","08/13/2015",0,0.127,"free residential"
"468",151424,"STATEN ISLAND",10309,"08/10/2015","08/13/2015",0.002,0.086,"free residential"
"469",151438,"STATEN ISLAND",10309,"08/10/2015","08/12/2015",0,0.058,"free residential"
"470",151378,"STATEN ISLAND",10309,"08/10/2015","08/17/2015",0,0.052,"free residential"
"471",151422,"STATEN ISLAND",10309,"08/10/2015","08/14/2015",0,0.101,"free residential"
"472",151372,"STATEN ISLAND",10309,"08/10/2015","08/14/2015",0,0.116,"free residential"
"473",151426,"STATEN ISLAND",10314,"08/10/2015","08/13/2015",0.012,0.083,"free residential"
"474",151416,"STATEN ISLAND",10309,"08/10/2015","08/14/2015",0.002,0.051,"free residential"
"475",15123550,"STATEN ISLAND",10308,"08/10/2015","08/14/2015",0.005,0.101,"free residential"
"476",151365,"STATEN ISLAND",10309,"08/10/2015","08/17/2015",0,0.101,"free residential"
"477",151398,"STATEN ISLAND",10306,"08/10/2015","08/13/2015",0.045,0.061,"free residential"
"478",151447,"BROOKLYN",11224,"08/11/2015","08/14/2015",0,0.019,"free residential"
"479",151402,"STATEN ISLAND",10312,"08/11/2015","08/17/2015",0,0.089,"free residential"
"480",151391,"STATEN ISLAND",10305,"08/11/2015","08/18/2015",0,0.092,"free residential"
"481",151376,"STATEN ISLAND",10309,"08/11/2015","08/17/2015",0.005,0.105,"free residential"
"482",151387,"STATEN ISLAND",10308,"08/11/2015","08/14/2015",0,0.067,"free residential"
"483",151380,"STATEN ISLAND",10309,"08/11/2015","08/17/2015",0,0.124,"free residential"
"484",151371,"STATEN ISLAND",10312,"08/11/2015","08/13/2015",0.006,0.071,"free residential"
"485",151441,"STATEN ISLAND",10312,"08/11/2015","08/17/2015",0,0.065,"free residential"
"486",151427,"STATEN ISLAND",10306,"08/11/2015","08/14/2015",0,0.158,"free residential"
"487",151396,"STATEN ISLAND",10312,"08/11/2015","08/17/2015",0.002,0.113,"free residential"
"488",151390,"STATEN ISLAND",10306,"08/11/2015","08/14/2015",0.002,0.097,"free residential"
"489",151419,"FAR ROCKAWAY",11691,"08/11/2015","08/14/2015",0,0.072,"free residential"
"490",151367,"STATEN ISLAND",10308,"08/12/2015","08/19/2015",0.002,0.078,"free residential"
"491",151436,"STATEN ISLAND",10314,"08/12/2015","08/18/2015",0,0.116,"free residential"
"492",151373,"STATEN ISLAND",10306,"08/12/2015","08/17/2015",0.002,0.13,"free residential"
"493",151418,"BROOKLYN",11224,"08/12/2015","08/17/2015",0,0.155,"free residential"
"494",151413,"STATEN ISLAND",10312,"08/12/2015","08/14/2015",0,0.073,"free residential"
"495",151414,"STATEN ISLAND",10312,"08/12/2015","08/18/2015",0.014,0.066,"free residential"
"496",151384,"BROOKLYN",11212,"08/12/2015","08/18/2015",0.001,0.16,"free residential"
"497",151388,"STATEN ISLAND",10309,"08/12/2015","08/18/2015",0,0.067,"free residential"
"498",151369,"STATEN ISLAND",10306,"08/12/2015","08/17/2015",0.007,0.122,"free residential"
"499",15123384,"STATEN ISLAND",10309,"08/12/2015","08/18/2015",0.006,0.095,"free residential"
"500",151400,"STATEN ISLAND",10309,"08/13/2015","08/18/2015",0,0.083,"free residential"
"501",151389,"STATEN ISLAND",10308,"08/13/2015","08/17/2015",0,0.088,"free residential"
"502",151405,"STATEN ISLAND",10312,"08/13/2015","08/18/2015",0.001,0.118,"free residential"
"503",151382,"STATEN ISLAND",10306,"08/13/2015","08/18/2015",0.014,0.158,"free residential"
